JobID,SubmitTime,WaitTime,RunTime ,NProcs,AverageCPUTimeUsed,Used Memory,ReqNProcs,ReqTime,ReqMemory,Status,UserID,GroupID,ExecutableID,QueueID,PartitionID,OrigSiteID,LastRunSiteID
1,1136070024,203761,138467,1,138371,98652,1,259200,-1,1,20041,3,1,5,1,2,2
2,1136070690,0,11,1,4,35848,1,259200,-1,1,10230,1,1,1,1,1,1
3,1136071207,117,201203,1,0,0,1,259200,-1,1,20351,6,1,2,1,2,2
4,1136071267,4406,196985,1,0,0,1,259200,-1,1,20351,6,1,2,1,2,2
5,1136071269,202516,19520,1,18731,522268,1,259200,-1,1,20351,6,1,2,1,2,2
6,1136072890,1,46,1,3,49216,1,900,-1,1,10180,1,1,2,1,1,1
7,1136074263,2629516,21,1,0,35712,1,5400,-1,1,50053,1,1,5,1,15,15
8,1136074695,1,197831,1,0,0,1,259200,-1,1,10330,6,1,4,1,1,1
9,1136074754,2,197682,1,0,0,1,259200,-1,1,10330,6,1,4,1,1,1
10,1136074756,2,197552,1,0,0,1,259200,-1,1,10330,6,1,4,1,1,1
11,1136074814,1,197495,1,0,0,1,259200,-1,1,10330,6,1,4,1,1,1
12,1136076162,197623,18799,1,18198,480484,1,259200,-1,1,20351,6,1,2,1,2,2
13,1136076694,2627085,21,1,0,35720,1,5400,-1,1,50053,1,1,2,1,15,15
14,1136077528,58,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,3,1,1,1
15,1136077551,975,193984,1,0,0,1,259200,-1,1,20371,4,1,1,1,2,2
16,1136077775,58,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,2,1,1,1
17,1136077783,196002,2,1,0,0,1,900,-1,1,20311,1,1,3,1,2,2
18,1136077889,58,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,3,1,1,1
19,1136078195,58,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,2,1,1,1
20,1136078435,58,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,2,1,1,1
21,1136078608,58,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,3,1,1,1
22,1136078676,117,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,2,1,1,1
23,1136078802,194983,2,1,0,6376,1,5400,-1,1,20231,1,1,4,1,2,2
24,1136079148,58,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,3,1,1,1
25,1136203888,2499978,20,1,0,35752,1,5400,-1,1,50053,1,1,2,1,15,15
26,1136204188,2499722,20,1,0,0,1,172800,-1,1,50053,1,1,6,1,15,15
27,1136212017,2491849,20,1,0,0,1,5400,-1,1,50053,1,1,5,1,15,15
28,1136229063,2474476,21,1,0,0,1,900,-1,1,50053,1,1,3,1,15,15
29,1136237461,2466405,20,1,0,35760,1,5400,-1,1,50053,1,1,2,1,15,15
30,1136247692,27481,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,2,1,15,15
31,1136250422,24752,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,1,1,15,15
32,1136260866,14307,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,1,1,15,15
33,1136262396,12777,-1,0,-1,-1,1,-1,-1,5,-1,-1,-1,1,1,15,15
34,1136272204,2,922,1,20,74696,1,172800,-1,1,10300,1,1,5,1,1,1
35,1136272205,1580,912,1,20,117784,1,172800,-1,1,20311,1,1,6,1,2,2
36,1136274078,1,19143,1,18070,490916,1,259200,-1,1,10330,6,1,4,1,1,1
37,1136274080,2,19432,1,18657,470052,1,259200,-1,1,10330,6,1,4,1,1,1
38,1136274120,1,476,1,239,961104,1,31980,614400,5,20031,3,1,5,1,2,2
39,1136274123,1,473,1,198,937320,1,31980,614400,5,20031,3,1,5,1,2,2
40,1136274123,1,59,1,11,7740,1,19980,614400,1,20031,3,1,5,1,2,2
41,1136274241,1,501,1,245,965184,1,31980,614400,5,20031,3,1,5,1,2,2
42,1136274244,1,498,1,250,956288,1,31980,614400,5,20031,3,1,5,1,2,2
43,1136274600,1,595,1,215,958608,1,31980,614400,5,20031,3,1,5,1,2,2
44,1136274607,0,602,1,280,935536,1,31980,614400,5,20031,3,1,5,1,2,2
45,1136274607,0,602,1,222,984764,1,31980,614400,5,20031,3,1,5,1,2,2
46,1136274607,1,602,1,253,950132,1,31980,614400,5,20031,3,1,5,1,2,2
47,1136274609,1,599,1,206,951048,1,31980,614400,5,20031,3,1,5,1,2,2
48,1136274609,1,599,1,215,951844,1,31980,614400,5,20031,3,1,5,1,2,2
49,1136274609,1,599,1,201,943396,1,31980,614400,5,20031,3,1,5,1,2,2
50,1136274611,1,597,1,210,953368,1,31980,614400,5,20031,3,1,5,1,2,2
51,1136274611,1,461,1,162,938652,1,31980,614400,5,20031,3,1,5,1,2,2
52,1136274611,1,597,1,279,949680,1,31980,614400,5,20031,3,1,5,1,2,2
53,1136274841,1,641,1,240,951624,1,31980,614400,5,20031,3,1,5,1,2,2
54,1136274847,2,505,1,173,944424,1,31980,614400,5,20031,3,1,5,1,2,2
55,1136274848,1,575,1,175,951172,1,31980,614400,5,20031,3,1,5,1,2,2
56,1136274848,1,610,1,251,952884,1,31980,614400,5,20031,3,1,5,1,2,2
57,1136274849,1,946,1,314,959352,1,31980,614400,5,20031,3,1,5,1,2,2
58,1136274850,0,574,1,258,959928,1,31980,614400,5,20031,3,1,5,1,2,2
59,1136274850,0,923,1,503,977304,1,31980,614400,5,20031,3,1,5,1,2,2
60,1136274851,1,537,1,205,941008,1,31980,614400,5,20031,3,1,5,1,2,2
61,1136274852,1,920,1,478,983184,1,31980,614400,5,20031,3,1,5,1,2,2
62,1136276129,1,4,1,2,0,1,5400,-1,1,20221,1,1,7,1,2,2
63,1136276271,1,6,1,2,0,1,5400,-1,1,10180,1,1,6,1,1,1
64,1136276453,2,886,1,206,952520,1,31980,614400,5,20031,3,1,5,1,2,2
65,1136276459,1,677,1,177,949400,1,31980,614400,5,20031,3,1,5,1,2,2
66,1136276459,1,749,1,250,947544,1,31980,614400,5,20031,3,1,5,1,2,2
67,1136276459,1,749,1,247,952104,1,31980,614400,5,20031,3,1,5,1,2,2
68,1136276465,0,709,1,193,947276,1,31980,614400,5,20031,3,1,5,1,2,2
69,1136276465,0,815,1,264,950812,1,31980,614400,5,20031,3,1,5,1,2,2
70,1136276465,0,815,1,251,951184,1,31980,614400,5,20031,3,1,5,1,2,2
71,1136276469,1,667,1,170,938420,1,31980,614400,5,20031,3,1,5,1,2,2
72,1136276469,1,810,1,263,965428,1,31980,614400,5,20031,3,1,5,1,2,2
73,1136276469,1,810,1,243,958272,1,31980,614400,5,20031,3,1,5,1,2,2
74,1136276474,1,923,1,260,956108,1,31980,614400,5,20031,3,1,5,1,2,2
75,1136276474,1,823,1,162,916344,1,31980,614400,5,20031,3,1,5,1,2,2
76,1136276479,1,403,1,199,951268,1,31980,614400,5,20031,3,1,5,1,2,2
77,1136276479,2,785,1,259,955508,1,31980,614400,5,20031,3,1,5,1,2,2
78,1136276479,1,681,1,170,945340,1,31980,614400,5,20031,3,1,5,1,2,2
79,1136276516,2,620,1,173,944720,1,31980,614400,5,20031,3,1,5,1,2,2
80,1136276516,1,480,1,237,966640,1,31980,614400,5,20031,3,1,5,1,2,2
81,1136276517,0,726,1,273,954628,1,31980,614400,5,20031,3,1,5,1,2,2
82,1136276518,1,724,1,243,951976,1,31980,614400,5,20031,3,1,5,1,2,2
83,1136276518,1,690,1,237,946980,1,31980,614400,5,20031,3,1,5,1,2,2
84,1136276521,2,720,1,266,956664,1,31980,614400,5,20031,3,1,5,1,2,2
85,1136276522,1,686,1,247,952228,1,31980,614400,5,20031,3,1,5,1,2,2
86,1136276522,1,720,1,267,950800,1,31980,614400,5,20031,3,1,5,1,2,2
87,1136276523,1,438,1,209,944552,1,31980,614400,5,20031,3,1,5,1,2,2
88,1136276523,1,685,1,208,945992,1,31980,614400,5,20031,3,1,5,1,2,2
89,1136276771,1,1856,1,8,59652,1,31980,614400,1,20031,3,1,5,1,2,2
90,1136276771,0,1853,1,8,57124,1,31980,614400,1,20031,3,1,5,1,2,2
91,1136276771,0,1855,1,9,59664,1,31980,614400,1,20031,3,1,5,1,2,2
92,1136276772,1,436,1,208,962728,1,31980,614400,5,20031,3,1,5,1,2,2
93,1136276773,1,1856,1,9,57172,1,31980,614400,1,20031,3,1,5,1,2,2
94,1136276997,1,413,1,210,953524,1,31980,614400,5,20031,3,1,5,1,2,2
95,1136276997,1,448,1,226,958916,1,31980,614400,5,20031,3,1,5,1,2,2
96,1136276998,1,1856,1,9,86104,1,31980,614400,1,20031,3,1,5,1,2,2
97,1136277000,1,1850,1,9,57152,1,31980,614400,1,20031,3,1,5,1,2,2
98,1136277000,1,1854,1,10,66828,1,31980,614400,1,20031,3,1,5,1,2,2
99,1136277003,0,1850,1,9,57172,1,31980,614400,1,20031,3,1,5,1,2,2
100,1136277003,0,483,1,260,952220,1,31980,614400,5,20031,3,1,5,1,2,2
101,1136277003,136,1849,1,9,57172,1,31980,614400,1,20031,3,1,5,1,2,2
102,1136277005,134,1849,1,9,57156,1,31980,614400,1,20031,3,1,5,1,2,2
103,1136277005,134,1849,1,8,57144,1,31980,614400,1,20031,3,1,5,1,2,2
104,1136277297,1,1849,1,8,59140,1,31980,614400,1,20031,3,1,5,1,2,2
105,1136277297,1,1850,1,8,58156,1,31980,614400,1,20031,3,1,5,1,2,2
106,1136277297,1,1850,1,8,57136,1,31980,614400,1,20031,3,1,5,1,2,2
107,1136277300,1,1853,1,8,57196,1,31980,614400,1,20031,3,1,5,1,2,2
108,1136277300,1,1852,1,8,57192,1,31980,614400,1,20031,3,1,5,1,2,2
109,1136277309,1,1851,1,8,59932,1,31980,614400,1,20031,3,1,5,1,2,2
110,1136277309,1,442,1,238,958504,1,31980,614400,5,20031,3,1,5,1,2,2
111,1136277309,1,1850,1,8,57136,1,31980,614400,1,20031,3,1,5,1,2,2
112,1136277311,1,1852,1,9,57164,1,31980,614400,1,20031,3,1,5,1,2,2
113,1136277311,2,1852,1,8,59928,1,31980,614400,1,20031,3,1,5,1,2,2
114,1136277321,3,4,1,3,0,1,5400,-1,1,20241,1,1,7,1,2,2
115,1136277464,0,1856,1,8,59896,1,31980,614400,1,20031,3,1,5,1,2,2
116,1136277464,0,437,1,199,953588,1,31980,614400,5,20031,3,1,5,1,2,2
117,1136277769,1,1850,1,9,57040,1,31980,614400,1,20031,3,1,5,1,2,2
118,1136277772,0,1851,1,9,57164,1,31980,614400,1,20031,3,1,5,1,2,2
119,1136277772,0,1851,1,9,59928,1,31980,614400,1,20031,3,1,5,1,2,2
120,1136277772,1,462,1,243,955412,1,31980,614400,5,20031,3,1,5,1,2,2
121,1136277773,1,1852,1,9,59872,1,31980,614400,1,20031,3,1,5,1,2,2
122,1136277777,1,1854,1,8,59864,1,31980,614400,1,20031,3,1,5,1,2,2
123,1136277777,1,1854,1,9,59852,1,31980,614400,1,20031,3,1,5,1,2,2
124,1136277778,0,1854,1,8,59876,1,31980,614400,1,20031,3,1,5,1,2,2
125,1136277780,0,1852,1,8,59952,1,31980,614400,1,20031,3,1,5,1,2,2
126,1136277780,0,398,1,165,918888,1,31980,614400,5,20031,3,1,5,1,2,2
127,1136277985,2425554,20,1,0,0,1,900,-1,1,50053,1,1,3,1,15,15
128,1136278069,1,431,1,206,951192,1,31980,614400,5,20031,3,1,5,1,2,2
129,1136278069,1,466,1,241,955900,1,31980,614400,5,20031,3,1,5,1,2,2
130,1136278069,1,1850,1,8,59880,1,31980,614400,1,20031,3,1,5,1,2,2
131,1136278071,109,496,1,263,955780,1,31980,614400,5,20031,3,1,5,1,2,2
132,1136278072,165,1847,1,8,57168,1,31980,614400,1,20031,3,1,5,1,2,2
133,1136278079,424,1852,1,9,57156,1,31980,614400,1,20031,3,1,5,1,2,2
134,1136278079,459,1851,1,8,57108,1,31980,614400,1,20031,3,1,5,1,2,2
135,1136278079,547,1849,1,8,57052,1,31980,614400,1,20031,3,1,5,1,2,2
136,1136278585,43,1850,1,9,59888,1,31980,614400,1,20031,3,1,5,1,2,2
137,1136278585,44,404,1,196,956724,1,31980,614400,5,20031,3,1,5,1,2,2
138,1136278585,47,1851,1,10,57160,1,31980,614400,1,20031,3,1,5,1,2,2
139,1136278586,6,11,1,3,36968,1,172800,-1,1,10230,1,1,5,1,1,1
140,1136278587,91,1852,1,9,57152,1,31980,614400,1,20031,3,1,5,1,2,2
141,1136278587,265,1849,1,8,57148,1,31980,614400,1,20031,3,1,5,1,2,2
142,1136278924,1,1850,1,9,59884,1,31980,614400,1,20031,3,1,5,1,2,2
143,1136278927,2,1851,1,8,59888,1,31980,614400,1,20031,3,1,5,1,2,2
144,1136279143,1,1880,1,1583,393000,1,259200,-1,1,10340,4,1,3,1,1,1
145,1136279156,1,1855,1,1572,378188,1,259200,-1,1,20371,4,1,1,1,2,2
146,1136279288,2,1850,1,9,59876,1,31980,614400,1,20031,3,1,5,1,2,2
147,1136279289,1,1851,1,8,57060,1,31980,614400,1,20031,3,1,5,1,2,2
148,1136279289,1,1851,1,8,57168,1,31980,614400,1,20031,3,1,5,1,2,2
149,1136279290,2,465,1,239,972600,1,31980,614400,5,20031,3,1,5,1,2,2
150,1136279597,2,3,1,2,0,1,5400,-1,1,20241,1,1,7,1,2,2
151,1136279644,0,1852,1,10,57172,1,31980,614400,1,20031,3,1,5,1,2,2
152,1136279644,1,1849,1,8,57140,1,31980,614400,1,20031,3,1,5,1,2,2
153,1136279644,1,1849,1,8,57048,1,31980,614400,1,20031,3,1,5,1,2,2
154,1136279647,0,1853,1,8,59860,1,31980,614400,1,20031,3,1,5,1,2,2
155,1136279647,1,1852,1,8,59916,1,31980,614400,1,20031,3,1,5,1,2,2
156,1136280124,1,506,1,267,952944,1,31980,614400,5,20031,3,1,5,1,2,2
157,1136280131,1,1852,1,8,57092,1,31980,614400,1,20031,3,1,5,1,2,2
158,1136280131,1,1852,1,8,59912,1,31980,614400,1,20031,3,1,5,1,2,2
159,1136280131,1,1852,1,8,57136,1,31980,614400,1,20031,3,1,5,1,2,2
160,1136280133,1,1850,1,8,57164,1,31980,614400,1,20031,3,1,5,1,2,2
161,1136280133,1,1850,1,8,59892,1,31980,614400,1,20031,3,1,5,1,2,2
162,1136280133,2,1853,1,8,59896,1,31980,614400,1,20031,3,1,5,1,2,2
163,1136280135,1,1853,1,8,59924,1,31980,614400,1,20031,3,1,5,1,2,2
164,1136280135,1,1853,1,8,59940,1,31980,614400,1,20031,3,1,5,1,2,2
165,1136280136,0,1854,1,9,57128,1,31980,614400,1,20031,3,1,5,1,2,2
166,1136280244,2,1849,1,8,59828,1,31980,614400,1,20031,3,1,5,1,2,2
167,1136280423,1,1850,1,8,59868,1,31980,614400,1,20031,3,1,5,1,2,2
168,1136280424,0,1850,1,9,57132,1,31980,614400,1,20031,3,1,5,1,2,2
169,1136280424,0,369,1,155,888816,1,31980,614400,5,20031,3,1,5,1,2,2
170,1136280425,1,1850,1,8,57196,1,31980,614400,1,20031,3,1,5,1,2,2
171,1136280724,0,1851,1,8,58212,1,31980,614400,1,20031,3,1,5,1,2,2
172,1136280724,0,505,1,284,953248,1,31980,614400,5,20031,3,1,5,1,2,2
173,1136280724,0,1849,1,9,59904,1,31980,614400,1,20031,3,1,5,1,2,2
174,1136280726,0,1851,1,9,57136,1,31980,614400,1,20031,3,1,5,1,2,2
175,1136280726,0,960,1,202,954548,1,31980,614400,5,20031,3,1,5,1,2,2
176,1136280731,1,402,1,181,932792,1,31980,614400,5,20031,3,1,5,1,2,2
177,1136280731,1,1850,1,9,57148,1,31980,614400,1,20031,3,1,5,1,2,2
178,1136280731,1,1851,1,10,59816,1,31980,614400,1,20031,3,1,5,1,2,2
179,1136280733,1,1850,1,9,59900,1,31980,614400,1,20031,3,1,5,1,2,2
180,1136280733,1,1850,1,8,59856,1,31980,614400,1,20031,3,1,5,1,2,2
181,1136281263,0,1850,1,8,59932,1,31980,614400,1,20031,3,1,5,1,2,2
182,1136281263,1,1850,1,8,58720,1,31980,614400,1,20031,3,1,5,1,2,2
183,1136281263,1,1850,1,7,58212,1,31980,614400,1,20031,3,1,5,1,2,2
184,1136281265,1,1850,1,8,59836,1,31980,614400,1,20031,3,1,5,1,2,2
185,1136281265,1,1851,1,8,57120,1,31980,614400,1,20031,3,1,5,1,2,2
186,1136281266,1,1852,1,8,57140,1,31980,614400,1,20031,3,1,5,1,2,2
187,1136281267,1,1851,1,10,59896,1,31980,614400,1,20031,3,1,5,1,2,2
188,1136281267,1,1851,1,9,59868,1,31980,614400,1,20031,3,1,5,1,2,2
189,1136281268,227,1852,1,8,57144,1,31980,614400,1,20031,3,1,5,1,2,2
190,1136281269,226,1852,1,8,59924,1,31980,614400,1,20031,3,1,5,1,2,2
191,1136281685,1,1851,1,8,59920,1,31980,614400,1,20031,3,1,5,1,2,2
192,1136281692,1,1850,1,9,57168,1,31980,614400,1,20031,3,1,5,1,2,2
193,1136281692,1,1850,1,9,57164,1,31980,614400,1,20031,3,1,5,1,2,2
194,1136281692,1,1850,1,8,57180,1,31980,614400,1,20031,3,1,5,1,2,2
195,1136281695,290,1852,1,8,57228,1,31980,614400,1,20031,3,1,5,1,2,2
196,1136281695,290,1853,1,8,59892,1,31980,614400,1,20031,3,1,5,1,2,2
197,1136281695,290,1852,1,8,57160,1,31980,614400,1,20031,3,1,5,1,2,2
198,1136281697,292,1850,1,8,57148,1,31980,614400,1,20031,3,1,5,1,2,2
199,1136281697,292,1850,1,8,59860,1,31980,614400,1,20031,3,1,5,1,2,2
200,1136281697,292,1850,1,8,59884,1,31980,614400,1,20031,3,1,5,1,2,2
201,1136281923,67,1850,1,10,59844,1,31980,614400,1,20031,3,1,5,1,2,2
202,1136281923,67,1851,1,8,59900,1,31980,614400,1,20031,3,1,5,1,2,2
203,1136281923,68,1851,1,8,59744,1,31980,614400,1,20031,3,1,5,1,2,2
204,1136282195,1,11,1,3,0,1,900,-1,1,10230,1,1,2,1,1,1
205,1136282277,1,94872,1,94777,152676,1,259200,-1,1,10120,2,1,9,1,1,1
206,1136282337,1,95505,1,95396,152684,1,259200,-1,1,10120,2,1,9,1,1,1
207,1136282339,2,95104,1,95008,152708,1,259200,-1,1,10120,2,1,9,1,1,1
208,1136282398,1,94965,1,94869,152716,1,259200,-1,1,10120,2,1,9,1,1,1
209,1136282435,1,1850,1,9,57152,1,31980,614400,1,20031,3,1,5,1,2,2
210,1136282438,1,1860,1,9,57192,1,31980,614400,1,20031,3,1,5,1,2,2
211,1136282457,1,94762,1,94674,152648,1,259200,-1,1,10120,2,1,9,1,1,1
212,1136283019,2,68,1,25,88760,1,900,-1,1,10300,1,1,2,1,1,1
213,1136283028,1,62,1,23,0,1,900,-1,1,20311,1,1,3,1,2,2
214,1136283249,1,85,1,27,88500,1,900,-1,1,10190,1,1,2,1,1,1
215,1136283254,1,77,1,26,0,1,900,-1,1,20251,1,1,3,1,2,2
216,1136283514,2,1853,1,8,59908,1,31980,614400,1,20031,3,1,5,1,2,2
217,1136283514,2,1853,1,9,57164,1,31980,614400,1,20031,3,1,5,1,2,2
218,1136283514,2,1853,1,8,57136,1,31980,614400,1,20031,3,1,5,1,2,2
219,1136283517,0,1852,1,9,59616,1,31980,614400,1,20031,3,1,5,1,2,2
220,1136283517,1,1851,1,8,57132,1,31980,614400,1,20031,3,1,5,1,2,2
221,1136283517,0,1852,1,8,59892,1,31980,614400,1,20031,3,1,5,1,2,2
222,1136283519,1,1851,1,8,59872,1,31980,614400,1,20031,3,1,5,1,2,2
223,1136283519,1,1851,1,8,59916,1,31980,614400,1,20031,3,1,5,1,2,2
224,1136283520,0,1850,1,8,57124,1,31980,614400,1,20031,3,1,5,1,2,2
225,1136283521,1,1850,1,8,59704,1,31980,614400,1,20031,3,1,5,1,2,2
226,1136283634,1,1850,1,8,59904,1,31980,614400,1,20031,3,1,5,1,2,2
227,1136283777,1,96079,1,95968,152708,1,259200,-1,1,10120,2,1,9,1,1,1
228,1136283836,2,93820,1,93723,152796,1,259200,-1,1,10120,2,1,9,1,1,1
229,1136283840,1,94176,1,94088,152684,1,259200,-1,1,10120,2,1,9,1,1,1
230,1136283897,2,55794,1,55642,175060,1,259200,-1,0,10120,2,1,9,1,1,1
231,1136283956,2,56738,1,56688,196084,1,259200,-1,0,10120,2,1,9,1,1,1
232,1136284016,2,94760,1,94674,152688,1,259200,-1,1,10120,2,1,9,1,1,1
233,1136284019,1,259302,1,95243,152732,1,259200,-1,0,10120,2,1,9,1,1,1
234,1136284078,1,95527,1,95264,152700,1,259200,-1,1,10120,2,1,9,1,1,1
235,1136284137,1,95894,1,95820,152732,1,259200,-1,1,10120,2,1,9,1,1,1
236,1136284174,0,1853,1,9,57156,1,31980,614400,1,20031,3,1,5,1,2,2
237,1136284174,0,1850,1,8,57164,1,31980,614400,1,20031,3,1,5,1,2,2
238,1136284174,3,1851,1,8,57176,1,31980,614400,1,20031,3,1,5,1,2,2
239,1136284176,1,1851,1,9,57120,1,31980,614400,1,20031,3,1,5,1,2,2
240,1136284176,1,1850,1,8,57152,1,31980,614400,1,20031,3,1,5,1,2,2
241,1136284176,1,1851,1,9,59932,1,31980,614400,1,20031,3,1,5,1,2,2
242,1136284179,1,1850,1,8,57144,1,31980,614400,1,20031,3,1,5,1,2,2
243,1136284179,1,1850,1,9,57176,1,31980,614400,1,20031,3,1,5,1,2,2
244,1136284179,1,1850,1,8,57224,1,31980,614400,1,20031,3,1,5,1,2,2
245,1136284180,1,1851,1,8,57212,1,31980,614400,1,20031,3,1,5,1,2,2
246,1136284197,1,94101,1,94012,152696,1,259200,-1,1,10120,2,1,9,1,1,1
247,1136284199,1,94357,1,94267,152656,1,259200,-1,1,10120,2,1,9,1,1,1
248,1136284257,1,95340,1,95221,152636,1,259200,-1,1,10120,2,1,9,1,1,1
249,1136284316,2,96566,1,96488,152728,1,259200,-1,1,10120,2,1,9,1,1,1
250,1136284376,1,95184,1,94833,152868,1,259200,-1,1,10120,2,1,9,1,1,1
251,1136284436,2,96115,1,96021,152704,1,259200,-1,1,10120,2,1,9,1,1,1
252,1136284439,1,94775,1,94439,152716,1,259200,-1,1,10120,2,1,9,1,1,1
253,1136284497,1,95956,1,95862,152744,1,259200,-1,1,10120,2,1,9,1,1,1
254,1136284556,1,94706,1,94589,152768,1,259200,-1,1,10120,2,1,9,1,1,1
255,1136284616,2,96514,1,96433,152672,1,259200,-1,1,10120,2,1,9,1,1,1
256,1136284619,1,95475,1,95398,152640,1,259200,-1,1,10120,2,1,9,1,1,1
257,1136284678,1,95104,1,95010,152724,1,259200,-1,1,10120,2,1,9,1,1,1
258,1136284715,1,1853,1,8,59972,1,31980,614400,1,20031,3,1,5,1,2,2
259,1136284715,1,1853,1,8,57148,1,31980,614400,1,20031,3,1,5,1,2,2
260,1136284715,1,1853,1,8,59928,1,31980,614400,1,20031,3,1,5,1,2,2
261,1136284717,0,1852,1,8,57132,1,31980,614400,1,20031,3,1,5,1,2,2
262,1136284717,0,1852,1,8,59564,1,31980,614400,1,20031,3,1,5,1,2,2
263,1136284736,1,95802,1,95716,152708,1,259200,-1,1,10120,2,1,9,1,1,1
264,1136284796,1,95680,1,95598,152700,1,259200,-1,1,10120,2,1,9,1,1,1
265,1136284799,1,92511,1,92427,152708,1,259200,-1,1,10120,2,1,9,1,1,1
266,1136284858,1,94746,1,94637,152628,1,259200,-1,1,10120,2,1,9,1,1,1
267,1136284894,1,1850,1,8,57132,1,31980,614400,1,20031,3,1,5,1,2,2
268,1136284894,1,1851,1,9,59644,1,31980,614400,1,20031,3,1,5,1,2,2
269,1136284895,1,1850,1,8,57160,1,31980,614400,1,20031,3,1,5,1,2,2
270,1136284896,1,1850,1,8,57144,1,31980,614400,1,20031,3,1,5,1,2,2
271,1136284896,1,1850,1,9,57196,1,31980,614400,1,20031,3,1,5,1,2,2
272,1136284917,1,95505,1,95419,152680,1,259200,-1,1,10120,2,1,9,1,1,1
273,1136284977,1,94713,1,94616,152720,1,259200,-1,1,10120,2,1,9,1,1,1
274,1136284980,1,94582,1,94473,152728,1,259200,-1,1,10120,2,1,9,1,1,1
275,1136285038,1,94656,1,94343,152764,1,259200,-1,1,10120,2,1,9,1,1,1
276,1136285097,1,94921,1,94821,152728,1,259200,-1,1,10120,2,1,9,1,1,1
277,1136285150,2,135828,1,135633,98592,1,259200,-1,1,20041,3,1,5,1,2,2
278,1136285157,1,259248,1,93959,152784,1,259200,-1,0,10120,2,1,9,1,1,1
279,1136285217,1,95825,1,95729,152692,1,259200,-1,1,10120,2,1,9,1,1,1
280,1136285220,1,94839,1,94747,152836,1,259200,-1,1,10120,2,1,9,1,1,1
281,1136285278,1,94961,1,94872,152804,1,259200,-1,1,10120,2,1,9,1,1,1
282,1136285336,1,95105,1,95019,152728,1,259200,-1,1,10120,2,1,9,1,1,1
283,1136285396,1,43,1,3,49260,1,900,-1,1,10200,1,1,2,1,1,1
284,1136285397,1,94164,1,94044,152680,1,259200,-1,1,10120,2,1,9,1,1,1
285,1136285456,2,94155,1,94057,152692,1,259200,-1,1,10120,2,1,9,1,1,1
286,1136285459,1,94168,1,94087,152592,1,259200,-1,1,10120,2,1,9,1,1,1
287,1136285517,3,95354,1,95271,152656,1,259200,-1,1,10120,2,1,9,1,1,1
288,1136285576,2,94095,1,94002,152720,1,259200,-1,1,10120,2,1,9,1,1,1
289,1136285616,1,1853,1,9,59900,1,31980,614400,1,20031,3,1,5,1,2,2
290,1136285622,1,1850,1,8,59896,1,31980,614400,1,20031,3,1,5,1,2,2
291,1136285623,0,1850,1,8,59872,1,31980,614400,1,20031,3,1,5,1,2,2
292,1136285623,0,1850,1,8,59900,1,31980,614400,1,20031,3,1,5,1,2,2
293,1136285625,1,1851,1,8,57160,1,31980,614400,1,20031,3,1,5,1,2,2
294,1136285625,1,1851,1,8,59932,1,31980,614400,1,20031,3,1,5,1,2,2
295,1136285625,1,1850,1,9,59908,1,31980,614400,1,20031,3,1,5,1,2,2
296,1136285627,1,1850,1,8,59932,1,31980,614400,1,20031,3,1,5,1,2,2
297,1136285627,1,1850,1,8,59836,1,31980,614400,1,20031,3,1,5,1,2,2
298,1136285628,1,1850,1,8,59924,1,31980,614400,1,20031,3,1,5,1,2,2
299,1136285637,1,95220,1,95144,152644,1,259200,-1,1,10120,2,1,9,1,1,1
300,1136285639,1,93985,1,93894,152688,1,259200,-1,1,10120,2,1,9,1,1,1
301,1136285698,1,94871,1,94774,152724,1,259200,-1,1,10120,2,1,9,1,1,1
302,1136285735,1,1849,1,8,58808,1,31980,614400,1,20031,3,1,5,1,2,2
303,1136285738,1,1851,1,8,59872,1,31980,614400,1,20031,3,1,5,1,2,2
304,1136285757,1,94862,1,94783,152608,1,259200,-1,1,10120,2,1,9,1,1,1
305,1136285846,2,96013,1,95931,152704,1,259200,-1,1,10120,2,1,9,1,1,1
306,1136285849,2,94289,1,94199,152696,1,259200,-1,1,10120,2,1,9,1,1,1
307,1136285907,1,48992,1,0,0,1,259200,-1,1,10120,2,1,9,1,1,1
308,1136285966,2,48932,1,0,0,1,259200,-1,1,10120,2,1,9,1,1,1
309,1136285969,1,94444,1,94358,152692,1,259200,-1,1,10120,2,1,9,1,1,1
310,1136286026,1,95080,1,94999,152688,1,259200,-1,1,10120,2,1,9,1,1,1
311,1136286086,1,97514,1,97432,152796,1,259200,-1,1,10120,2,1,9,1,1,1
312,1136286089,1,96121,1,96039,152688,1,259200,-1,1,10120,2,1,9,1,1,1
313,1136286147,1,95669,1,95577,152704,1,259200,-1,1,10120,2,1,9,1,1,1
314,1136286206,1,94485,1,94398,152660,1,259200,-1,1,10120,2,1,9,1,1,1
315,1136286266,1,95120,1,95033,152692,1,259200,-1,1,10120,2,1,9,1,1,1
